   7.1333910075996199e-03   3.9087385725167382e-03   8.7298865002145131e-03   1.6069212722309139e-03   1.3210873978846396e-03   1.0042786162564817e-02   6.2190117975687263e-03   5.9321545629421202e-03   1.4594696940723427e-04   3.8058038872333857e-03
   1.2958769625972826e+00   2.7134072663215387e+00   3.9324585667592888e+00   1.8735889012070215e+00   2.7773939099954337e+00   7.8313963742021153e-01   2.0205601557502892e+00   1.0140418873448238e+00   3.8509130022398512e+00   3.7800301385208117e+00
   3.9462618720365050e-02   7.8720517264334919e+00   2.3917405148168585e+00   8.1004810680524599e+00   1.8701645102274105e+00   3.3519235857653520e+00   5.8480979496081567e+00   7.2183123086357108e+00   1.6132123516442918e+00   5.0408315481991073e+00
   1.5350691780931132e+00   1.2340093903033069e+00   1.7206427000604090e+00   2.0915135944148231e+00   6.7299124056413984e-01   1.9514491833912881e+00   1.4977850638512007e+00   1.2312829101818368e+00   1.1303550807446565e+00   8.1173646227361029e-01
  -2.1439513112293605e-02  -2.7539292198739702e-02  -2.4142082656877936e-02  -1.5226215792021915e-02  -1.4983096737344118e-02  -2.0890602218033669e-02  -1.6779484085580779e-02  -2.2328246214897814e-02  -2.5669005958744169e-02  -1.4707120973102172e-02
   4.5628082189598120e-07   1.4048838764396836e-06   6.6025096573962732e-07   1.2625907131134542e-06   4.5093776348743143e-07   3.8289221316364215e-07   1.2169091366723687e-07   7.0168440144124831e-09   9.2272613570119538e-07   1.2630483847879390e-06
   2.8192293591390666e-02   5.9422539411812685e-02   8.0497350573719276e-02   3.0142034802907260e-02   2.8904292776380548e-02   4.5286356416596729e-02   3.8664778283944580e-02   9.2802813559195674e-02   6.1178888989252091e-02   6.5420436783622457e-02
   2.8991722851275603e-01   2.1599967580566354e-01   2.8938302678903294e-01   2.4222938896129428e-01   2.5110777484884728e-01   2.2275977149880150e-01   2.8227164620577383e-01   2.4493863458904758e-01   2.6817349102311533e-01   2.7123823737541919e-01
   6.2279374109012312e-02   5.5882044937685581e-02   7.1257393173860178e-02   5.2883416410858274e-02   7.0332747393949818e-02   6.7582289923857744e-02   4.7332411621668645e-02   7.1360568823016710e-02   5.4409020593054462e-02   6.8400137459567537e-02
   7.5510894259430894e-01   3.1932255349687861e+00   3.9574773660724523e+00   2.8894216665665260e+00   4.0751139166524313e+00   1.7522755663692262e+00   1.0729411849132984e+00   4.6161523665053306e-01   2.3913289601704655e+00   2.8805607790570944e+00
   6.9194254856825829e-02   6.7016581060690153e-02   7.3678195697064519e-02   5.4167048976538852e-02   6.1779560131231134e-02   4.7108758459836406e-02   6.0822021870048204e-02   6.7699870218241920e-02   5.2295718490049999e-02   6.0446891501000063e-02
   4.9586143256020801e-02   5.9590337369008269e-02   7.6853461219203459e-02   7.4878630940488189e-02   6.3531927763585308e-02   5.4972828316216568e-02   7.0569518142679449e-02   5.3001917838810711e-02   5.4460348860747854e-02   5.7178719602469188e-02
